"Actor","Source","ID","Title","Year","Rated","Type","Actors","Genre","Metascore","imdbRating","imdbVotes","tomatoMeter","tomatoRating","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","BoxOffice","Production"
"Jean Dujardin","Oscars","tt1167660","OSS 117: Lost in Rio","2009","UNRATED","movie","Jean Dujardin, Louise Monot, Rüdiger Vogler, Alex Lutz","Action, Adventure, Comedy","58","6.9","9,501","78","6.2","63","3.5","3901","N/A","Music Box Films"
"Jean Dujardin","Oscars","tt1174049","Un homme et son chien","2008","N/A","movie","Jean-Paul Belmondo, Hafsia Herzi, Sarah Biasini, Sophie Bouilloux","Drama","N/A","6.0","403","N/A","N/A","39","2.4","99","N/A","N/A"
"Jean Dujardin","Oscars","tt1002966","Ca$h","2008","N/A","movie","Jean Dujardin, Jean Reno, Valeria Golino, Alice Taglioni","Comedy, Crime, Thriller","N/A","6.0","3,756","N/A","N/A","46","3.1","2464","N/A","Pulsar Productions"
"Jean Dujardin","Oscars","tt1846254","Palizzi","2008–","N/A","series","Arsène Mosca","Comedy","N/A","8.0","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0875113","99 francs","2007","N/A","movie","Jean Dujardin, Jocelyn Quivrin, Patrick Mille, Vahina Giocante","Comedy, Drama","N/A","7.3","15,055","N/A","N/A","74","3.7","6279","N/A","Equinoxe Films"
"Jean Dujardin","Oscars","tt0486497","Cherche fiancé tous frais payés","2007","N/A","movie","Alexandra Lamy, Bruno Salomone, Claudia Cardinale, Isabelle Gélinas","Comedy","N/A","5.0","104","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt1032168","Deux sur la balançoire","2007","N/A","movie","Alexandra Lamy, Jean Dujardin","N/A","N/A","7.4","17","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0775480","Hellphone","2007","N/A","movie","Jean-Baptiste Maunier, Jennifer Decker, Benjamin Jungers, Vladimir Consigny","Comedy, Fantasy","N/A","5.1","1,397","N/A","N/A","35","2.9","505","N/A","Mandarin Films"
"Jean Dujardin","Oscars","tt0825239","Counter Investigation","2007","N/A","movie","Jean Dujardin, Laurent Lucas, Agnès Blanchot, Aurélien Recoing","Crime","N/A","6.6","2,178","N/A","N/A","70","3.6","1672","N/A","Alliance Atlantis Vivafilm"
"Jean Dujardin","Oscars","tt0464913","OSS 117: Cairo, Nest of Spies","2006","N/A","movie","Jean Dujardin, François Damiens, Khalid Maadour, Youssef Hamid","Action, Adventure, Comedy","62","7.1","13,615","76","6.6","75","3.7","7172","$88.8k","Music Box Films"
"Jean Dujardin","Oscars","tt0431827","Il ne faut jurer... de rien!","2005","N/A","movie","Mélanie Doutey, Gérard Jugnot, Jean Dujardin, Marie-France Santon","Comedy","N/A","5.6","519","N/A","N/A","35","2.9","567","N/A","N/A"
"Jean Dujardin","Oscars","tt0423814","L'amour aux trousses","2005","N/A","movie","Jean Dujardin, Pascal Elbé, Caterina Murino, François Levantal","Crime, Comedy, Romance","N/A","4.8","338","N/A","N/A","19","2.6","239","N/A","N/A"
"Jean Dujardin","Oscars","tt0412535","The Brice Man","2005","N/A","movie","Jean Dujardin, Clovis Cornillac, Élodie Bouchez, Bruno Salomone","Comedy","N/A","5.0","4,680","N/A","N/A","N/A","N/A","4875","N/A","N/A"
"Jean Dujardin","Oscars","tt0436873","La vie de Michel Muller est plus belle que la vôtre","2005","N/A","movie","Michel Muller, Jean Benguigui, Ludovic Berthillot, Sophie Cattani","Comedy","N/A","4.8","124","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0368668","Lucky Luke and the Daltons","2004","N/A","movie","Eric Judor, Ramzy Bedia, Saïd Serrari, Romain Berger","Comedy, Western","N/A","3.1","2,604","N/A","N/A","12","1.9","507","N/A","N/A"
"Jean Dujardin","Oscars","tt0388242","Mariages!","2004","N/A","movie","Mathilde Seigner, Jean Dujardin, Miou-Miou, Didier Bezace","Comedy, Drama","N/A","5.7","911","N/A","N/A","27","2.7","39","N/A","N/A"
"Jean Dujardin","Oscars","tt0347330","Le convoyeur","2004","N/A","movie","Albert Dupontel, Jean Dujardin, François Berléand, Claude Perron","Drama, Thriller, Action","N/A","6.7","2,317","N/A","N/A","62","3.4","483","N/A","Canal+"
"Jean Dujardin","Oscars","tt0453196","Rien de grave","2004","N/A","movie","Jean Dujardin, Artus de Penguern, Karim Adda, Philippe Bénard","Short","N/A","7.5","46","N/A","N/A","N/A","N/A","26","N/A","N/A"
"Jean Dujardin","Oscars","tt0383995","The Car Keys","2003","N/A","movie","Laurent Baffie, Daniel Russo, Pascal Sellem, Karine Lyachenko","Comedy","N/A","5.4","1,179","N/A","N/A","53","2.8","453","N/A","N/A"
"Jean Dujardin","Oscars","tt0321440","Welcome to the Roses","2003","N/A","movie","Lorànt Deutsch, Jean Dujardin, Clémence Poésy, André Wilms","Comedy","N/A","6.2","826","N/A","N/A","38","2.7","210","N/A","N/A"
"Jean Dujardin","Oscars","tt0316788","All Girls Are Crazy","2003","N/A","movie","Barbara Schulz, Camille Japy, Antoine Duléry, Isabelle Nanty","Comedy","N/A","5.4","198","N/A","N/A","29","2.8","78","N/A","N/A"
"Jean Dujardin","Oscars","tt0217224","Un gars, une fille","1999–","N/A","series","Jean Dujardin, Alexandra Lamy","Comedy, Family, Romance","N/A","7.6","661","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0328712","À l'abri des regards indiscrets","2002","N/A","movie","Ruben Alves, Didier Bourdon, Zabou Breitman, Cécile Cassel","Short","N/A","7.2","22","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0315152","If I Were a Rich Man","2002","N/A","movie","Jean-Pierre Darroussin, Valeria Bruni Tedeschi, Richard Berry, François Morel","Comedy","N/A","6.0","1,073","N/A","N/A","49","3.2","480","N/A","N/A"
"Jean Dujardin","Oscars","tt0280342","Un gars, une fille","1997–","N/A","series","Norman Helms, Guy A. Lepage, Sylvie Léonard","Comedy","N/A","8.4","279","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt4229480","Nous Ç Nous","1998–","N/A","series","Eric Collado, Jean Dujardin, Emmanuel Joucla, Eric Massot","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Jean Dujardin","Oscars","tt0313068","Farce attaque","1997–","N/A","series","Laurent Baffie, Dan Bolender, Alain Bouzigues, Garance Giachino","Comedy, Family","N/A","7.5","17","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt4649466","Kingsman: The Golden Circle","2017","N/A","movie","Taron Egerton, Channing Tatum, Halle Berry, Julianne Moore","Action, Adventure, Comedy","N/A","N/A","N/A","N/A","N/A","N/A","N/A","467","N/A","20th Century Fox"
"Colin Firth","Oscars","tt4951982","Kursk","2017","N/A","movie","Matthias Schoenaerts","History","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt1473832","Bridget Jones's Baby","2016","R","movie","Renée Zellweger, Patrick Dempsey, Emma Thompson, Colin Firth","Comedy, Romance","N/A","N/A","N/A","N/A","N/A","N/A","N/A","666","N/A","Working Title"
"Colin Firth","Oscars","tt3319730","Deep Water","2016","N/A","movie","Rachel Weisz, Colin Firth, David Thewlis, Jonathan Bailey","Drama","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt1703957","Genius","2016","PG-13","movie","Nicole Kidman, Vanessa Kirby, Jude Law, Guy Pearce","Biography, Drama","56","6.7","374","30","5.3","N/A","N/A","523","N/A","N/A"
"Colin Firth","Oscars","tt2802144","Kingsman: The Secret Service","2014","R","movie","Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies","Action, Adventure, Comedy","58","7.8","390,319","74","6.7","84","4.0","121239","N/A","20th Century Fox"
"Colin Firth","Oscars","tt1726592","Before I Go to Sleep","2014","R","movie","Nicole Kidman, Colin Firth, Mark Strong, Ben Crompton","Drama, Mystery, Thriller","41","6.3","47,709","35","5.0","40","3.1","13304","N/A","Clarius Entertainment"
"Colin Firth","Oscars","tt2870756","Magic in the Moonlight","2014","PG-13","movie","Colin Firth, Antonia Clarke, Natasha Andrews, Valérie Beaulieu","Comedy, Romance","54","6.6","43,991","52","5.8","45","3.2","12095","N/A","Sony Pictures Classics"
"Colin Firth","Oscars","tt0804463","Devil's Knot","2013","NOT RATED","movie","Reese Witherspoon, Colin Firth, Alessandro Nivola, James Hamrick","Biography, Crime, Drama","42","6.1","13,601","23","4.6","39","3.1","7434","N/A","RLJ/Image Entertainment"
"Colin Firth","Oscars","tt2058107","The Railway Man","2013","R","movie","Jeremy Irvine, Colin Firth, Stellan Skarsgård, Michael MacKenzie","Biography, Drama, Romance","59","7.1","27,043","67","6.5","68","3.6","15253","N/A","The Weinstein Company"
"Colin Firth","Oscars","tt0404978","Gambit","2012","PG-13","movie","Colin Firth, Tom Courtenay, Alan Rickman, Mike Noble","Comedy, Crime","N/A","5.7","18,422","N/A","4.2","23","2.6","5947","N/A","N/A"
"Colin Firth","Oscars","tt1930546","Arthur Newman","2012","R","movie","Colin Firth, Emily Blunt, Lucas Hedges, Anne Heche","Drama","42","5.7","5,317","20","4.8","24","2.6","1384","N/A","Cinedigm"
"Colin Firth","Oscars","tt1340800","Tinker Tailor Soldier Spy","2011","R","movie","Mark Strong, John Hurt, Zoltán Mucsi, Péter Kálloy Molnár","Drama, Mystery, Thriller","85","7.1","147,637","83","7.8","65","3.5","52998","$20.2M","Focus Features"
"Colin Firth","Oscars","tt1365483","Main Street","2010","PG","movie","Colin Firth, Ellen Burstyn, Patricia Clarkson, Orlando Bloom","Drama","N/A","4.7","2,132","13","4.3","11","2.1","1814","$1.6k","Magnolia Pictures"
"Colin Firth","Oscars","tt1754539","Steve","2010","N/A","movie","Keira Knightley, Tom Mison, Colin Firth","Short, Drama","N/A","7.3","488","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt1504320","The King's Speech","2010","R","movie","Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal","Biography, Drama, History","88","8.0","495,893","95","8.6","92","4.3","142518","$138.3M","The Weinstein Company"
"Colin Firth","Oscars","tt0199184","Arena","1975–","N/A","series","Gavin Millar, Kenneth Tynan, Paul McCartney","Documentary, Music","N/A","8.6","99","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt1210106","St Trinian's 2: The Legend of Fritton's Gold","2009","N/A","movie","Rupert Everett, Colin Firth, David Tennant, Talulah Riley","Adventure, Comedy","N/A","5.4","6,251","10","3.4","44","3.2","29346","N/A","PreviewNetworks"
"Colin Firth","Oscars","tt1067106","A Christmas Carol","2009","PG","movie","Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan","Animation, Drama, Family","55","6.8","72,004","54","5.9","58","3.2","775723","$137.8M","Walt Disney Studios"
"Colin Firth","Oscars","tt1315981","A Single Man","2009","R","movie","Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode","Drama","77","7.6","82,066","85","7.3","81","3.8","57189","$9.1M","The Weinstein Company"
"Colin Firth","Oscars","tt1235124","Dorian Gray","2009","R","movie","Ben Barnes, John Hollingworth, Cato Sandford, Pip Torrens","Drama, Fantasy, Thriller","N/A","6.3","50,651","43","5.0","39","3.0","45404","N/A","Alliance Films"
"Colin Firth","Oscars","tt0808244","Easy Virtue","2008","PG-13","movie","Jessica Biel, Ben Barnes, Kristin Scott Thomas, Colin Firth","Comedy, Romance","58","6.7","16,324","52","5.8","47","3.1","29310","$2.5M","Sony Pictures Classics"
"Colin Firth","Oscars","tt0791303","A Summer in Genoa","2008","R","movie","Colin Firth, Perla Haney-Jardine, Willa Holland, Catherine Keener","Drama, Mystery, Romance","N/A","6.1","5,311","79","6.3","41","3.0","2267","N/A","Entertainment One"
"Colin Firth","Oscars","tt0795421","Mamma Mia!","2008","PG-13","movie","Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin","Comedy, Family, Musical","51","6.3","144,461","54","5.5","66","3.6","436791","$143.7M","Universal Pictures"
"Colin Firth","Oscars","tt0809504","The Accidental Husband","2008","PG-13","movie","Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard","Comedy, Romance","N/A","5.6","18,783","6","3.0","36","2.9","163686","N/A","Yari Film Group"
"Colin Firth","Oscars","tt4684516","Mamma Mia: Deleted Scenes","2008","N/A","movie","Nancy Baldwin, Christine Baranski, Pierce Brosnan, Dominic Cooper","Short, Musical","N/A","8.2","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt0964587","St. Trinian's","2007","PG-13","movie","Talulah Riley, Rupert Everett, Jodie Whittaker, Gemma Arterton","Comedy","39","5.8","18,074","32","4.3","55","3.3","32138","N/A","NeoClassics Films"
"Colin Firth","Oscars","tt0455805","Then She Found Me","2007","R","movie","Helen Hunt, Bette Midler, Colin Firth, Matthew Broderick","Comedy, Drama, Romance","56","6.0","8,411","50","5.5","43","3.1","18733","$3.7M","ThinkFilm"
"Colin Firth","Oscars","tt0829098","When Did You Last See Your Father?","2007","PG-13","movie","Bradley Johnson, Jim Broadbent, Juliet Stevenson, Alannah Barlow","Biography, Drama","N/A","6.9","3,555","73","6.6","64","3.1","41639","$0.7M","Sony Pictures Classics"
"Colin Firth","Oscars","tt0462396","The Last Legion","2007","PG-13","movie","Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan","Action, Adventure, Fantasy","37","5.4","28,929","16","4.1","34","2.9","94738","$125.8M","The Weinstein Company"
"Colin Firth","Oscars","tt0833948","Celebration","2007","N/A","movie","James Bolam, Janie Dee, Colin Firth, James Fox","Drama","N/A","7.0","155","N/A","N/A","56","3.3","66","N/A","N/A"
"Colin Firth","Oscars","tt0810949","Born Equal","2006","N/A","movie","Robert Carlyle, Colin Firth, Peter O'Connor, Nicholas Burns","Drama","N/A","6.9","452","N/A","N/A","61","3.6","453","N/A","N/A"
"Colin Firth","Oscars","tt0396752","Nanny McPhee","2005","PG","movie","Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster","Comedy, Family, Fantasy","59","6.6","49,043","73","6.6","63","3.2","494776","$47.1M","Universal Pictures"
"Colin Firth","Oscars","tt0373450","Where the Truth Lies","2005","R","movie","Kevin Bacon, Colin Firth, Alison Lohman, David Hayman","Crime, Drama, Mystery","47","6.5","14,856","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt0991270","Bridget Jones Interviews Colin Firth","2005","N/A","movie","Colin Firth, Beeban Kidron, Renée Zellweger","Short, Comedy","N/A","7.1","216","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt0317198","Bridget Jones: The Edge of Reason","2004","R","movie","Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner","Comedy, Drama, Romance","44","5.9","73,070","27","4.7","61","3.1","407785","$40.2M","Miramax Films"
"Colin Firth","Oscars","tt0072562","Saturday Night Live","1975–","TV-14","series","Don Pardo, Lenny Pickett, Darrell Hammond","Comedy, Music","N/A","8.2","32,549","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt0363143","Trauma","2004","R","movie","Colin Firth, Naomie Harris, Dorothy Duffy, Cornelius Booth","Drama, Horror, Mystery","N/A","4.8","2,915","29","4.5","24","2.6","2890","N/A","20th Century Fox"
"Colin Firth","Oscars","tt0314331","Love Actually","2003","R","movie","Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth","Comedy, Drama, Romance","55","7.7","315,824","63","6.3","72","3.1","31625671","$59.4M","Universal Pictures"
"Colin Firth","Oscars","tt0335119","Girl with a Pearl Earring","2003","PG-13","movie","Colin Firth, Scarlett Johansson, Tom Wilkinson, Judy Parfitt","Biography, Drama, Romance","72","7.0","59,490","72","6.8","68","3.4","62452","$11.5M","Exhibition On Screen"
"Colin Firth","Oscars","tt0286788","What a Girl Wants","2003","PG","movie","Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins","Comedy, Drama, Family","41","5.8","47,379","35","4.8","62","3.2","453444","$36.0M","Warner Bros. Pictures"
"Colin Firth","Oscars","tt0314431","Hope Springs","2003","PG-13","movie","Colin Firth, Heather Graham, Minnie Driver, Mary Steenburgen","Comedy, Romance","N/A","5.4","5,498","25","4.5","26","2.7","6955","N/A","Fragile Films"
"Colin Firth","Oscars","tt0278500","The Importance of Being Earnest","2002","PG","movie","Rupert Everett, Colin Firth, Frances O'Connor, Reese Witherspoon","Comedy, Drama, Romance","60","6.9","18,825","58","6.0","72","3.4","32019","N/A","Miramax Films"
"Colin Firth","Oscars","tt0209109","Fourplay","2001","R","movie","Mike Binder, Colin Firth, Mariel Hemingway, Irène Jacob","Comedy","N/A","5.2","527","N/A","N/A","21","2.6","806","N/A","N/A"
"Colin Firth","Oscars","tt0266425","Conspiracy","2001","R","movie","Kenneth Branagh, Clare Bullus, Stanley Tucci, Simon Markey","Drama, History, War","N/A","7.8","12,482","N/A","N/A","87","4.0","3305","N/A","HBO Films"
"Colin Firth","Oscars","tt0243155","Bridget Jones's Diary","2001","R","movie","Renée Zellweger, Gemma Jones, Celia Imrie, James Faulkner","Comedy, Drama, Romance","66","6.7","169,814","81","6.9","81","3.3","494811","N/A","Miramax Films"
"Colin Firth","Oscars","tt0213623","Donovan Quick","2000","N/A","movie","Colin Firth, Katy Murphy, David O'Hara, Liz Smith","N/A","N/A","7.3","224","N/A","N/A","N/A","N/A","7","N/A","N/A"
"Colin Firth","Oscars","tt0210943","Relative Values","2000","PG","movie","Julie Andrews, Edward Atterton, William Baldwin, Colin Firth","Comedy","N/A","6.5","1,921","N/A","N/A","63","3.4","1674","N/A","First Look Pictures"
"Colin Firth","Oscars","tt0209440","The Turn of the Screw","1999","N/A","movie","Caroline Pegg, Jodhi May, Colin Firth, Pam Ferris","Drama, Horror, Thriller","N/A","6.1","726","N/A","N/A","34","2.9","367","N/A","N/A"
"Colin Firth","Oscars","tt0212579","Blackadder Back & Forth","1999","N/A","movie","Rowan Atkinson, Tony Robinson, Stephen Fry, Hugh Laurie","Short, Comedy, History","N/A","7.7","10,285","N/A","N/A","80","3.7","6663","N/A","N/A"
"Colin Firth","Oscars","tt0132502","The Secret Laughter of Women","1999","N/A","movie","Colin Firth, Nia Long, Dan Lett, Joke Silva","Comedy, Drama, Romance","N/A","6.2","482","N/A","N/A","33","3.3","141","N/A","N/A"
"Colin Firth","Oscars","tt0120899","My Life So Far","1999","PG-13","movie","Colin Firth, Rosemary Harris, Irène Jacob, Mary Elizabeth Mastrantonio","Biography, Comedy, Drama","N/A","6.5","2,416","70","6.2","53","3.2","1738","N/A","Miramax"
"Colin Firth","Oscars","tt0138097","Shakespeare in Love","1998","R","movie","Geoffrey Rush, Tom Wilkinson, Steven O'Donnell, Tim McMullan","Comedy, Drama, Romance","87","7.2","173,989","92","8.3","80","3.4","226031","N/A","Miramax"
"Colin Firth","Oscars","tt0120323","A Thousand Acres","1997","R","movie","Michelle Pfeiffer, Jessica Lange, Jason Robards, Jennifer Jason Leigh","Drama","N/A","6.0","4,279","23","4.2","43","3.0","4109","N/A","Beacon Pictures"
"Colin Firth","Oscars","tt0119114","Fever Pitch","1997","R","movie","Luke Aikman, Bea Guard, Neil Pearson, Ruth Gemmell","Comedy, Drama, Romance","55","6.7","8,398","50","6.3","58","3.3","10206","N/A","Trimark"
"Colin Firth","Oscars","tt0116209","The English Patient","1996","R","movie","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas","Drama, Romance, War","87","7.4","140,514","84","7.6","83","3.6","81060","N/A","Miramax Films"
"Colin Firth","Oscars","tt0115296","Nostromo","1996","N/A","series","Claudio Amendola","Drama","N/A","7.1","193","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Colin Firth","Oscars","tt0112130","Pride and Prejudice","1995","N/A","series","Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha","Drama, Romance","N/A","9.1","51,353","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
